Field,Career,GPA,Extracurricular_Activities,Internships,Projects,Leadership_Positions,Field_Specific_Courses,Research_Experience,Coding_Skills,Communication_Skills,Problem_Solving_Skills,Teamwork_Skills,Analytical_Skills,Presentation_Skills,Networking_Skills,Industry_Certifications,Career_Category,technical_strength,soft_skill_strength,leadership_index,experience_index,academic_index
Chemistry,Composer,3.266583540067,4,0,2,1,7,0,4,4,3,3,2,2,1,0,Research & Science,3.0,3.0,2,2,10.266583540067
Architecture,Musician,3.211044586832176,7,2,3,1,7,0,0,3,3,1,1,4,1,1,Other,1.3333333333333333,2.6666666666666665,2,6,10.211044586832177
Psychology,Nuclear Physicist,4.401193897344835,5,0,0,1,2,0,2,1,1,4,2,2,1,0,Other,1.6666666666666667,2.3333333333333335,2,0,6.401193897344835
Physics,Animator,2.5253204656664545,8,2,1,0,2,1,2,2,3,4,2,2,3,1,Research & Science,2.3333333333333335,2.6666666666666665,3,5,4.5253204656664545
Art,Software Developer,4.462790404179096,6,0,4,1,6,1,4,4,2,3,3,2,4,0,Other,3.0,3.0,5,5,10.462790404179096
Music,Market Research Analyst,4.396061631900579,2,2,2,0,9,0,4,4,3,0,2,4,1,1,Other,3.0,2.6666666666666665,1,5,13.39606163190058
Education,Biochemist,3.4694458105964845,2,1,3,0,4,1,2,3,3,0,0,0,0,0,Education,1.6666666666666667,1.0,0,5,7.4694458105964845
Computer Science,Manager,4.209743906097742,7,1,3,1,2,1,0,3,4,2,4,3,3,0,Technology,2.6666666666666665,2.6666666666666665,4,5,6.209743906097742
Architecture,Physicist,4.180342502783571,3,1,0,1,1,1,0,0,1,4,1,3,4,0,Other,0.6666666666666666,2.3333333333333335,5,2,5.180342502783571
Chemistry,Psychologist,2.9991493722300926,4,2,1,0,9,0,0,3,0,4,1,4,3,0,Research & Science,0.3333333333333333,3.6666666666666665,3,3,11.999149372230093
Architecture,Marketing Manager,2.610275354230692,8,0,4,1,3,0,4,4,1,1,3,3,2,1,Other,2.6666666666666665,2.6666666666666665,3,5,5.6102753542306925
Business,Brand Manager,3.974642206048773,5,1,4,1,4,1,3,0,3,2,4,4,3,0,Management,3.3333333333333335,2.0,4,6,7.974642206048773
Architecture,Financial Analyst,3.683071375811689,5,0,4,1,5,1,3,3,1,3,1,0,4,0,Other,1.6666666666666667,2.0,5,5,8.68307137581169
Business,Art Therapist,4.086716987609702,7,1,3,1,0,0,4,2,4,3,1,1,1,1,Management,3.0,2.0,2,5,4.086716987609702
Medicine,Interior Designer,3.21419857622871,4,2,2,1,5,0,2,0,4,0,4,2,0,0,Healthcare,3.3333333333333335,0.6666666666666666,1,4,8.21419857622871
Physics,Data Scientist,4.069435860634518,2,2,4,1,2,0,3,0,0,0,4,2,2,1,Research & Science,2.3333333333333335,0.6666666666666666,3,7,6.069435860634518
Law,Advertising Manager,2.848083720169214,8,2,0,0,5,1,1,4,2,3,3,0,0,0,Public & Legal,2.0,2.3333333333333335,0,3,7.848083720169214
Business,Sound Engineer,4.626611767655325,6,1,3,1,8,1,1,4,0,3,0,3,3,1,Management,0.3333333333333333,3.3333333333333335,4,6,12.626611767655325
Biology,Biotechnologist,4.634411584727199,6,2,3,1,7,1,0,4,2,2,3,1,3,0,Research & Science,1.6666666666666667,2.3333333333333335,4,6,11.6344115847272
Law,Architect,4.351018939308852,4,2,2,0,8,1,2,1,1,2,2,3,3,0,Public & Legal,1.6666666666666667,2.0,3,5,12.351018939308851
Finance,Actuary,3.0229652127680446,5,2,1,1,8,1,2,0,4,4,2,2,1,0,Other,2.6666666666666665,2.0,2,4,11.022965212768044
Law,Illustrator,3.423331469074502,0,2,0,0,2,0,2,3,1,4,1,4,3,1,Public & Legal,1.3333333333333333,3.6666666666666665,3,3,5.423331469074502
Physics,Architectural Technologist,3.3063732558729413,8,2,3,1,2,1,4,3,1,4,4,4,4,1,Research & Science,3.0,3.6666666666666665,5,7,5.306373255872941
Psychology,Special Education Teacher,2.957443546552528,4,2,2,1,6,0,0,4,1,4,3,4,0,0,Other,1.3333333333333333,4.0,1,4,8.957443546552529
Marketing,Marketing Manager,4.422434873589557,9,0,2,1,2,1,3,1,3,1,2,1,1,1,Other,2.6666666666666665,1.0,2,4,6.422434873589557
Business,Pharmacist,3.62292106700334,1,0,2,1,2,0,4,3,2,2,1,3,1,1,Management,2.3333333333333335,2.6666666666666665,2,3,5.62292106700334
Art,Artist,3.605550691323652,1,1,0,0,8,1,1,4,0,1,3,2,2,0,Other,1.3333333333333333,2.3333333333333335,2,2,11.605550691323652
Physics,Analytical Chemist,4.607984852657847,7,0,1,1,4,0,1,2,0,2,2,1,1,0,Research & Science,1.0,1.6666666666666667,2,1,8.607984852657847
Music,Web Developer,3.89917107740457,3,1,4,0,1,1,1,3,4,2,3,2,4,0,Other,2.6666666666666665,2.3333333333333335,4,6,4.89917107740457
Physics,Organic Chemist,4.250395661244722,8,0,2,0,2,0,4,0,0,1,3,1,4,0,Research & Science,2.3333333333333335,0.6666666666666666,4,2,6.250395661244722
Engineering,Biologist,3.4289079044566924,3,1,4,1,5,1,4,1,0,0,4,1,2,1,Other,2.6666666666666665,0.6666666666666666,3,7,8.428907904456693
Music,Lawyer,3.7415558769998745,9,1,0,0,5,1,4,2,1,4,4,2,4,1,Other,3.0,2.6666666666666665,4,3,8.741555876999875
Computer Science,Acoustics Specialist,4.063892378373084,7,0,2,0,7,0,4,0,1,2,1,4,3,1,Technology,2.0,2.0,3,3,11.063892378373083
Art,AI Researcher,2.650950636406607,4,0,0,0,9,0,4,0,1,0,2,3,1,0,Other,2.3333333333333335,1.0,1,0,11.650950636406607
Engineering,Organic Chemist,4.447192908987361,7,2,0,1,1,1,4,3,3,0,0,0,4,0,Other,2.3333333333333335,1.0,5,3,5.447192908987361
Psychology,Physician Assistant,4.910993088926731,3,0,1,0,4,1,3,2,1,2,2,1,4,0,Other,2.0,1.6666666666666667,4,2,8.91099308892673
Art,Industrial-Organizational Psychologist,2.7910355707906103,5,1,4,0,0,0,1,3,0,2,3,3,0,0,Other,1.3333333333333333,2.6666666666666665,0,5,2.7910355707906103
Business,Musician,2.818949699074583,3,1,0,1,0,0,2,0,1,0,3,0,0,1,Management,2.0,0.0,1,2,2.818949699074583
Art,Game Developer,3.7677087918025176,5,2,0,0,8,1,2,1,4,1,3,4,0,1,Other,3.0,2.0,0,4,11.767708791802518
Chemistry,Sound Engineer,3.046698153873897,8,1,4,0,3,0,2,4,3,3,1,3,0,0,Research & Science,2.0,3.3333333333333335,0,5,6.046698153873897
Physics,Quantum Physicist,4.161292696157194,0,2,3,0,7,0,1,3,4,2,3,0,4,0,Research & Science,2.6666666666666665,1.6666666666666667,4,5,11.161292696157194
Medicine,Music Teacher,4.498569155902896,5,0,3,1,1,0,3,1,2,0,1,4,2,1,Healthcare,2.0,1.6666666666666667,3,4,5.498569155902896
Finance,Entrepreneur,3.730216766121126,4,2,1,1,8,0,0,0,4,3,3,1,4,0,Other,2.3333333333333335,1.3333333333333333,5,3,11.730216766121126
Engineering,Financial Advisor,3.680133180833637,3,2,3,1,7,1,4,3,2,3,0,2,4,0,Other,2.0,2.6666666666666665,5,6,10.680133180833637
Engineering,Biologist,2.78500108337664,6,1,2,1,6,1,0,0,0,2,1,0,1,1,Other,0.3333333333333333,0.6666666666666666,2,5,8.78500108337664
Engineering,Manager,2.587644911143169,2,2,0,0,1,1,3,2,0,3,0,2,2,0,Other,1.0,2.3333333333333335,2,3,3.587644911143169
Engineering,Urban Planner,4.704313883194376,1,0,1,0,5,0,0,2,0,3,4,0,2,0,Other,1.3333333333333333,1.6666666666666667,2,1,9.704313883194377
Music,Conductor,3.982494473462938,6,0,3,1,0,0,2,2,3,4,2,1,4,1,Other,2.3333333333333335,2.3333333333333335,5,4,3.982494473462938
Computer Science,Construction Manager,3.816841681633597,3,1,2,0,0,1,4,2,1,0,1,3,3,1,Technology,2.0,1.6666666666666667,3,5,3.816841681633597
Computer Science,Manager,4.34107374662922,0,1,1,1,6,1,1,3,4,4,1,4,0,1,Technology,2.0,3.6666666666666665,1,4,10.34107374662922
Physics,Organic Chemist,4.617344966929009,4,0,0,0,3,1,2,1,0,1,0,0,4,0,Research & Science,0.6666666666666666,0.6666666666666666,4,1,7.617344966929009
Finance,Urban Planner,4.486984204992104,4,2,3,0,9,1,1,0,3,3,4,4,2,1,Other,2.6666666666666665,2.3333333333333335,2,7,13.486984204992105
Finance,Microbiologist,3.560321274999754,0,0,3,1,3,1,4,1,4,4,0,2,4,1,Other,2.6666666666666665,2.3333333333333335,5,5,6.560321274999755
Law,Animator,2.8175065349080435,9,2,2,1,4,1,3,0,3,4,4,3,4,1,Public & Legal,3.3333333333333335,2.3333333333333335,5,6,6.817506534908043
Biology,Pharmacist,3.11041862788353,0,2,3,1,5,1,2,3,1,3,1,0,2,1,Research & Science,1.3333333333333333,2.0,3,7,8.11041862788353
Biology,Construction Manager,3.962834714504104,0,1,2,1,9,0,0,2,0,4,4,3,1,1,Research & Science,1.3333333333333333,3.0,2,4,12.962834714504105
Psychology,Principal,3.05941393284449,8,2,1,0,9,1,2,3,3,0,3,3,1,0,Other,2.6666666666666665,2.0,1,4,12.059413932844489
Architecture,Mechanical Engineer,4.096380723769634,1,2,0,1,6,1,4,0,1,4,3,1,4,1,Other,2.6666666666666665,1.6666666666666667,5,4,10.096380723769634
Finance,Organic Chemist,4.75696414234632,6,1,0,1,5,1,3,3,1,1,1,0,1,1,Other,1.6666666666666667,1.3333333333333333,2,3,9.75696414234632
Law,Art Therapist,4.824759288882647,6,0,4,0,0,0,1,4,0,3,0,2,0,1,Public & Legal,0.3333333333333333,3.0,0,5,4.824759288882647
Medicine,Doctor,3.566339126681098,0,1,4,0,6,1,2,2,4,1,4,1,3,1,Healthcare,3.3333333333333335,1.3333333333333333,3,7,9.566339126681099
Engineering,Pharmacist,4.292240590844771,7,2,4,1,7,0,4,3,3,1,0,0,2,0,Other,2.3333333333333335,1.3333333333333333,3,6,11.29224059084477
Law,Paralegal,2.921607766064735,1,1,4,0,7,0,1,3,3,4,4,3,4,1,Public & Legal,2.6666666666666665,3.3333333333333335,4,6,9.921607766064735
Computer Science,Civil Engineer,4.006296553169766,8,0,2,1,6,1,1,0,4,4,3,1,2,0,Technology,2.6666666666666665,1.6666666666666667,3,3,10.006296553169765
Psychology,Marketing Manager,3.5474701441619905,7,1,2,0,6,0,1,0,2,2,0,2,1,1,Other,1.0,1.3333333333333333,1,4,9.547470144161991
Business,Curriculum Developer,3.8599676292633607,9,0,1,0,3,1,4,4,3,1,0,4,2,1,Management,2.3333333333333335,3.0,2,3,6.859967629263361
Education,Counselor,3.4498698375751022,1,1,4,1,2,0,3,2,2,3,2,0,1,1,Education,2.3333333333333335,1.6666666666666667,2,6,5.449869837575102
Engineering,Advertising Manager,4.663888266708732,4,2,1,0,2,1,1,1,4,4,1,2,0,0,Other,2.0,2.3333333333333335,0,4,6.663888266708732
Psychology,Market Research Analyst,4.933456302912621,5,1,4,1,2,0,1,4,1,1,1,0,0,0,Other,1.0,1.6666666666666667,1,5,6.933456302912621
Psychology,Surgeon,3.495779776989853,7,1,2,0,4,1,4,0,4,4,4,0,1,0,Other,4.0,1.3333333333333333,1,4,7.495779776989853
Physics,Counselor,4.681550524445111,2,0,1,0,0,0,3,0,2,1,4,3,4,1,Research & Science,3.0,1.3333333333333333,4,2,4.681550524445111
Education,Lawyer,2.570222149726261,2,2,4,1,6,1,1,2,2,2,4,4,2,0,Education,2.3333333333333335,2.6666666666666665,3,7,8.570222149726261
Education,Brand Manager,4.603432440473094,2,2,4,1,2,0,3,3,0,2,4,2,0,0,Education,2.3333333333333335,2.3333333333333335,1,6,6.603432440473094
Computer Science,Conductor,2.5575091232583365,9,2,1,0,6,1,3,3,2,1,4,2,4,0,Technology,3.0,2.0,4,4,8.557509123258336
Biology,Dentist,4.132476590760399,2,2,0,1,3,1,4,1,1,3,0,4,3,1,Research & Science,1.6666666666666667,2.6666666666666665,4,4,7.132476590760399
Education,Artist,4.634944556845637,5,2,4,1,6,1,2,3,2,3,3,1,0,1,Education,2.3333333333333335,2.3333333333333335,1,8,10.634944556845637
Business,Curriculum Developer,3.472018732568208,7,2,4,1,3,1,0,0,0,3,2,0,4,0,Management,0.6666666666666666,1.0,5,7,6.472018732568208
Psychology,Credit Analyst,3.694378154175612,6,0,3,1,0,0,1,1,4,1,0,4,1,0,Other,1.6666666666666667,2.0,2,3,3.694378154175612
Architecture,Quantum Physicist,3.108016706763466,5,2,0,1,6,1,1,1,2,4,1,3,3,1,Other,1.3333333333333333,2.6666666666666665,4,4,9.108016706763467
Finance,Pharmacist,2.9570096939161044,0,0,1,0,6,1,2,3,1,3,0,0,0,1,Other,1.0,2.0,0,3,8.957009693916104
Business,Risk Analyst,3.489570905421311,2,1,1,0,1,1,3,1,1,4,0,2,4,0,Management,1.3333333333333333,2.3333333333333335,4,3,4.489570905421311
Marketing,Landscape Architect,3.10163235006944,5,1,1,1,2,0,3,2,2,4,3,4,2,0,Other,2.6666666666666665,3.3333333333333335,3,2,5.1016323500694405
Business,Quantum Physicist,2.501905780797728,2,1,0,0,4,0,3,0,3,1,0,1,3,1,Management,2.0,0.6666666666666666,3,2,6.501905780797728
Medicine,Special Education Teacher,3.383281641056384,0,2,3,1,1,0,1,2,4,2,3,2,0,1,Healthcare,2.6666666666666665,2.0,1,6,4.383281641056384
Engineering,Doctor,2.7361339514463063,8,2,4,1,8,0,0,3,0,0,0,1,1,0,Other,0.0,1.3333333333333333,2,6,10.736133951446305
Engineering,Music Teacher,2.712390000947705,7,1,2,1,0,1,0,3,2,3,0,2,0,0,Other,0.6666666666666666,2.6666666666666665,1,4,2.712390000947705
Law,Cybersecurity Analyst,3.0170151357219543,2,0,3,0,7,0,4,4,0,0,0,0,2,0,Public & Legal,1.3333333333333333,1.3333333333333333,2,3,10.017015135721955
Marketing,Manager,3.0689180912546465,5,1,0,0,2,1,0,2,1,3,0,1,1,0,Other,0.3333333333333333,2.0,1,2,5.0689180912546465
Computer Science,Social Media Manager,4.023980418128779,0,0,4,1,9,1,4,4,3,2,4,1,4,1,Technology,3.6666666666666665,2.3333333333333335,5,6,13.02398041812878
Psychology,Music Therapist,3.839530552757751,4,2,4,0,3,0,2,2,4,0,1,2,4,0,Other,2.3333333333333335,1.3333333333333333,4,6,6.839530552757751
Engineering,Physical Chemist,4.991850741488952,4,2,1,1,3,0,2,1,0,3,3,3,4,1,Other,1.6666666666666667,2.3333333333333335,5,4,7.991850741488952
Computer Science,Conductor,3.0838481303121705,9,0,3,1,9,0,3,2,2,1,0,4,1,1,Technology,1.6666666666666667,2.3333333333333335,2,4,12.08384813031217
Physics,School Counselor,2.650737737078272,5,1,0,1,0,1,1,3,1,1,0,1,0,1,Research & Science,0.6666666666666666,1.6666666666666667,1,3,2.650737737078272
Medicine,Digital Marketing Specialist,3.25422173876009,9,0,3,0,6,0,2,2,0,0,0,0,0,1,Healthcare,0.6666666666666666,0.6666666666666666,0,4,9.25422173876009
Business,Judge,4.361405355301505,0,0,1,1,1,0,4,4,4,3,3,3,3,0,Management,3.6666666666666665,3.3333333333333335,4,1,5.361405355301505
Architecture,Financial Controller,3.2653273910527383,8,0,3,0,0,1,0,3,4,2,3,3,0,1,Other,2.3333333333333335,2.6666666666666665,0,5,3.2653273910527383
Chemistry,Electrical Engineer,4.77755472084953,6,1,0,1,5,0,1,2,4,2,4,3,2,1,Research & Science,3.0,2.3333333333333335,3,2,9.77755472084953
Marketing,Education Administrator,3.8513562566299138,8,2,3,1,5,1,3,2,4,4,3,4,3,1,Other,3.3333333333333335,3.3333333333333335,4,7,8.851356256629913
Marketing,Web Developer,2.816863345595383,6,1,4,0,6,1,4,0,0,4,4,3,0,0,Other,2.6666666666666665,2.3333333333333335,0,6,8.816863345595383
Chemistry,Microbiologist,2.840923011262104,4,1,0,1,6,0,3,0,4,0,4,0,2,0,Research & Science,3.6666666666666665,0.0,3,1,8.840923011262104
Physics,Art Therapist,3.690371376598685,3,1,0,1,3,0,0,1,4,4,0,3,4,1,Research & Science,1.3333333333333333,2.6666666666666665,5,2,6.690371376598685
Chemistry,Data Scientist,4.813250292794699,2,2,0,1,1,1,0,2,4,4,1,1,2,0,Research & Science,1.6666666666666667,2.3333333333333335,3,3,5.813250292794699
Medicine,Principal,4.972957258756996,4,0,3,0,0,0,1,3,2,4,4,0,1,0,Healthcare,2.3333333333333335,2.3333333333333335,1,3,4.972957258756996
Art,Market Research Analyst,4.32624952729044,1,0,4,0,7,0,1,4,4,4,3,4,0,0,Other,2.6666666666666665,4.0,0,4,11.32624952729044
Physics,Manager,4.256735821346012,9,0,1,1,6,1,3,0,4,3,3,4,1,0,Research & Science,3.3333333333333335,2.3333333333333335,2,2,10.256735821346012
Medicine,Nurse,3.230642497959786,0,1,4,0,5,0,2,4,3,2,2,1,0,1,Healthcare,2.3333333333333335,2.3333333333333335,0,6,8.230642497959785
Architecture,Dentist,4.765990759817573,4,1,3,1,0,1,1,2,0,4,3,1,3,0,Other,1.3333333333333333,2.3333333333333335,4,5,4.765990759817573
Biology,Social Media Manager,4.045896298748595,5,0,4,1,8,0,2,4,3,2,3,4,2,0,Research & Science,2.6666666666666665,3.3333333333333335,3,4,12.045896298748595
Medicine,Financial Analyst,2.6348584386032154,8,0,3,1,4,0,3,3,2,1,3,4,4,0,Healthcare,2.6666666666666665,2.6666666666666665,5,3,6.6348584386032154
Marketing,Software Developer,4.546613325246733,4,2,0,1,6,1,3,3,3,1,0,1,2,1,Other,2.0,1.6666666666666667,3,4,10.546613325246733
Finance,Doctor,2.806371073686403,0,1,0,0,2,1,0,1,4,0,3,4,2,0,Other,2.3333333333333335,1.6666666666666667,2,2,4.806371073686403
Law,Actuary,3.092666866544823,9,2,1,1,2,0,0,4,2,0,4,3,4,0,Public & Legal,2.0,2.3333333333333335,5,3,5.092666866544823
Art,Game Developer,4.048212611334565,9,2,2,1,5,0,2,0,4,4,3,3,2,1,Other,3.0,2.3333333333333335,3,5,9.048212611334565
Psychology,Art Therapist,4.399706662211987,2,2,4,0,3,0,4,4,1,0,0,1,2,0,Other,1.6666666666666667,1.6666666666666667,2,6,7.399706662211987
Education,Quantum Physicist,4.652036180893411,1,2,4,0,9,0,0,0,3,4,3,0,2,1,Education,2.0,1.3333333333333333,2,7,13.652036180893411
Architecture,Biotechnologist,4.29395271691665,0,0,0,0,2,0,2,4,4,1,3,3,0,0,Other,3.0,2.6666666666666665,0,0,6.29395271691665
Finance,Electrical Engineer,4.715968641980996,9,1,3,1,3,1,2,1,1,1,1,0,0,0,Other,1.3333333333333333,0.6666666666666666,1,5,7.715968641980996
Physics,Financial Analyst,3.302077645350506,7,1,2,1,5,1,4,2,1,0,4,3,3,0,Research & Science,3.0,1.6666666666666667,4,4,8.302077645350506
Education,Counselor,3.279364974792146,1,2,3,0,1,1,2,0,3,4,4,1,2,0,Education,3.0,1.6666666666666667,2,6,4.279364974792146
Chemistry,Musician,4.055000562603799,9,1,3,1,6,1,3,2,4,4,0,2,3,1,Research & Science,2.3333333333333335,2.6666666666666665,4,6,10.055000562603798
Law,Pharmacist,3.560856021770115,4,2,4,0,0,0,2,2,2,4,1,3,1,1,Public & Legal,1.6666666666666667,3.0,1,7,3.560856021770115
Biology,Dentist,4.614554216012668,8,0,1,0,1,1,3,2,4,0,1,2,4,1,Research & Science,2.6666666666666665,1.3333333333333333,4,3,5.614554216012668
Architecture,Conductor,4.8412499568248935,2,0,1,1,7,1,1,4,1,4,4,4,3,0,Other,2.0,4.0,4,2,11.841249956824893
Biology,Legal Consultant,4.549442980263025,7,0,2,0,7,1,2,3,2,0,2,3,1,1,Research & Science,2.0,2.0,1,4,11.549442980263025
Marketing,Market Research Analyst,2.936086729714424,0,1,0,1,4,1,1,3,2,1,0,3,2,0,Other,1.0,2.3333333333333335,3,2,6.9360867297144235
Music,Legal Consultant,3.868106706336085,5,1,4,0,5,0,1,3,3,2,1,1,2,0,Other,1.6666666666666667,2.0,2,5,8.868106706336086
Education,Biochemist,4.321121763225921,7,0,4,1,6,1,1,0,4,2,2,0,1,1,Education,2.3333333333333335,0.6666666666666666,2,6,10.321121763225921
Engineering,Quantum Physicist,4.717077607530322,0,2,0,1,2,1,3,2,3,2,0,1,3,1,Other,2.0,1.6666666666666667,4,4,6.717077607530322
Art,Forensic Psychologist,3.359704047652337,3,2,4,0,1,0,1,0,1,3,0,2,1,1,Other,0.6666666666666666,1.6666666666666667,1,7,4.359704047652337
Computer Science,Curriculum Developer,3.16355610357692,9,0,2,0,4,1,3,0,4,0,3,2,3,0,Technology,3.3333333333333335,0.6666666666666666,3,3,7.16355610357692
Business,Industrial-Organizational Psychologist,3.651807531610543,3,0,2,1,9,0,2,0,2,3,1,0,0,0,Management,1.6666666666666667,1.0,1,2,12.651807531610544
Biology,Principal,4.3571698378386685,2,1,2,0,3,1,0,2,3,3,3,0,0,0,Research & Science,2.0,1.6666666666666667,0,4,7.3571698378386685
Architecture,Surgeon,2.6069217102710054,8,0,1,1,3,0,0,0,4,1,0,0,2,1,Other,1.3333333333333333,0.3333333333333333,3,2,5.606921710271005
Law,Pharmacist,4.3086427859483925,9,0,1,1,8,1,1,0,2,2,4,0,4,1,Public & Legal,2.3333333333333335,0.6666666666666666,5,3,12.308642785948393
Medicine,Clinical Psychologist,4.199737555219743,0,0,0,0,0,0,2,1,4,1,2,0,3,1,Healthcare,2.6666666666666665,0.6666666666666666,3,1,4.199737555219743
Physics,Quantum Physicist,3.297106006873856,8,2,1,1,5,0,0,0,1,4,0,0,0,0,Research & Science,0.3333333333333333,1.3333333333333333,1,3,8.297106006873856
Architecture,Financial Analyst,2.5386235831103927,3,0,2,0,9,0,4,1,3,2,1,0,3,1,Other,2.6666666666666665,1.0,3,3,11.538623583110393
Engineering,Financial Analyst,3.461653300036313,8,0,1,1,0,0,1,3,1,1,4,1,2,1,Other,2.0,1.6666666666666667,3,2,3.461653300036313
Psychology,Conductor,3.643350486335096,5,2,3,0,2,0,3,0,0,4,0,4,2,0,Other,1.0,2.6666666666666665,2,5,5.6433504863350965
Art,Data Scientist,2.57465607261378,9,1,0,0,7,0,2,3,1,0,4,3,0,0,Other,2.3333333333333335,2.0,0,1,9.57465607261378
Finance,Dentist,3.773671016110561,4,2,1,1,0,0,1,2,3,3,4,3,1,1,Other,2.6666666666666665,2.6666666666666665,2,4,3.773671016110561
Physics,Physicist,2.7297140155982627,8,0,0,0,6,0,2,3,4,0,4,3,3,1,Research & Science,3.3333333333333335,2.0,3,1,8.729714015598262
Computer Science,Physical Chemist,3.669851503814805,8,1,0,1,6,1,1,2,3,2,2,1,2,0,Technology,2.0,1.6666666666666667,3,2,9.669851503814805
Business,Credit Analyst,3.133512078406234,6,1,2,0,1,1,4,0,4,0,1,2,4,1,Management,3.0,0.6666666666666666,4,5,4.133512078406234
Finance,Credit Analyst,3.5565007437129967,3,2,4,1,8,0,3,0,3,2,1,3,2,1,Other,2.3333333333333335,1.6666666666666667,3,7,11.556500743712997
Biology,Manager,4.2557684112192575,0,1,4,0,0,0,2,2,3,0,3,0,4,0,Research & Science,2.6666666666666665,0.6666666666666666,4,5,4.2557684112192575
Medicine,Music Teacher,3.667080354282173,9,0,0,0,6,1,0,1,0,1,3,3,1,0,Healthcare,1.0,1.6666666666666667,1,1,9.667080354282174
Chemistry,Aerospace Engineer,2.5847609225846,6,2,0,1,9,0,2,0,2,0,3,2,1,1,Research & Science,2.3333333333333335,0.6666666666666666,2,3,11.5847609225846
Chemistry,Legal Secretary,3.0180242008880604,1,1,2,0,8,1,1,1,1,2,4,4,2,0,Research & Science,2.0,2.3333333333333335,2,4,11.01802420088806
Chemistry,Industrial-Organizational Psychologist,4.039249493267643,4,0,2,1,5,1,3,1,1,3,3,0,1,1,Research & Science,2.3333333333333335,1.3333333333333333,2,4,9.039249493267643
Biology,Civil Engineer,2.527445015582043,2,1,0,1,5,1,0,4,4,4,3,0,4,1,Research & Science,2.3333333333333335,2.6666666666666665,5,3,7.5274450155820425
Physics,Web Developer,2.664580475734891,0,0,0,1,7,0,2,4,2,0,3,3,2,1,Research & Science,2.3333333333333335,2.3333333333333335,3,1,9.66458047573489
Finance,Astronomer,3.225236551469619,3,2,3,1,9,0,3,0,1,3,0,1,4,1,Other,1.3333333333333333,1.3333333333333333,5,6,12.225236551469619
Biology,Investment Banker,3.678435445217583,0,1,3,1,2,1,0,1,0,4,3,3,0,0,Research & Science,1.0,2.6666666666666665,1,5,5.678435445217583
Art,Curriculum Developer,2.553735588489692,1,2,2,0,3,0,2,3,2,2,4,2,4,0,Other,2.6666666666666665,2.3333333333333335,4,4,5.553735588489692
Biology,Curriculum Developer,3.248257346473734,7,2,4,0,0,1,0,3,1,4,0,0,3,1,Research & Science,0.3333333333333333,2.3333333333333335,3,8,3.248257346473734
Business,Astronomer,4.429556712797776,2,2,2,1,1,0,2,3,3,2,0,2,1,1,Management,1.6666666666666667,2.3333333333333335,2,5,5.429556712797776
Medicine,Inorganic Chemist,2.8428787122678227,2,1,1,1,0,0,0,4,1,0,3,2,1,0,Healthcare,1.3333333333333333,2.0,2,2,2.8428787122678227
Medicine,Nurse,3.247056554196448,9,1,3,1,0,0,3,4,3,1,2,0,4,0,Healthcare,2.6666666666666665,1.6666666666666667,5,4,3.247056554196448
Business,Industrial-Organizational Psychologist,3.500793486243726,1,1,0,0,0,1,1,4,0,0,2,1,0,0,Management,1.0,1.6666666666666667,0,2,3.500793486243726
Architecture,Marketing Manager,4.366178826303143,7,1,2,1,4,1,1,4,0,0,4,0,3,1,Other,1.6666666666666667,1.3333333333333333,4,5,8.366178826303143
